id,subscription_type,m_revenue,join_date,last_payment,country,age,gender,device_type,plan_duration
2084,Basic,9,08-04-23,03-07-23,United States,42,Male,Laptop,1 Month
2085,Basic,9,16-04-23,13-07-23,Spain,44,Male,Smartphone,1 Month
2086,Premium,17,13-12-21,11-10-22,Brazil,32,Female,Tablet,1 Month
2087,Premium,14,14-11-21,17-09-22,Germany,50,Male,Tablet,1 Month
2088,Standard,14,15-11-21,15-12-21,Germany,46,Female,Smartphone,1 Month
2089,Premium,18,30-04-23,08-07-23,Mexico,48,Female,Laptop,1 Month
2090,Basic,9,26-09-21,05-09-22,United States,48,Female,Smartphone,1 Month
2091,Standard,11,23-02-23,23-06-23,Italy,36,Female,Smartphone,1 Month
2092,Premium,14,24-01-23,10-07-23,France,40,Male,Smart TV,1 Month
2093,Standard,14,12-08-22,09-12-22,Brazil,30,Male,Laptop,1 Month
2094,Standard,13,17-10-22,29-06-23,France,48,Female,Tablet,1 Month
2095,Basic,11,13-02-22,14-03-22,United States,40,Male,Laptop,1 Month
2096,Basic,11,07-01-23,20-02-23,Brazil,30,Male,Smart TV,1 Month
2097,Basic,13,11-02-23,27-05-23,France,35,Female,Smart TV,1 Month
2098,Basic,13,08-01-23,14-07-23,Spain,32,Male,Smart TV,1 Month
2099,Basic,13,10-09-21,04-07-22,Spain,49,Female,Laptop,1 Month
2100,Premium,18,30-11-21,08-03-22,Spain,39,Female,Smart TV,1 Month
2101,Basic,12,18-08-22,06-01-23,France,30,Female,Smartphone,1 Month
2102,Premium,16,09-09-22,05-11-22,United Kingdom,40,Male,Tablet,1 Month
2103,Standard,12,02-01-23,29-01-23,United Kingdom,44,Female,Smartphone,1 Month
2104,Basic,12,24-11-21,09-01-22,Spain,29,Male,Smartphone,1 Month
2105,Basic,9,14-07-22,22-09-22,Canada,27,Female,Smartphone,1 Month
2106,Basic,10,31-10-21,19-01-22,Germany,48,Female,Smartphone,1 Month
2107,Premium,14,11-01-23,21-02-23,United Kingdom,37,Male,Smartphone,1 Month
2108,Standard,11,15-11-22,09-06-23,Canada,40,Female,Tablet,1 Month
2109,Basic,10,21-12-22,08-07-23,United Kingdom,31,Female,Tablet,1 Month
2110,Standard,11,24-07-22,19-04-23,France,51,Female,Smartphone,1 Month
2111,Basic,9,11-10-21,19-12-21,United States,39,Male,Tablet,1 Month
2112,Basic,11,11-11-22,12-07-23,Italy,48,Male,Laptop,1 Month
2113,Basic,11,09-08-22,02-11-22,Canada,36,Male,Tablet,1 Month
2114,Premium,16,02-01-22,17-08-22,Spain,32,Male,Laptop,1 Month
2115,Basic,10,23-10-21,29-08-22,United States,50,Male,Tablet,1 Month
2116,Basic,12,05-03-22,02-10-22,France,36,Female,Laptop,1 Month
2117,Basic,12,06-06-22,26-11-22,Canada,37,Male,Smartphone,1 Month
2118,Premium,18,04-10-22,24-06-23,Spain,45,Female,Smartphone,1 Month
2119,Basic,13,24-07-22,18-12-22,United Kingdom,47,Female,Smart TV,1 Month
2120,Premium,15,09-01-22,24-03-22,Germany,29,Male,Tablet,1 Month
2121,Basic,10,02-06-22,23-10-22,United States,51,Female,Tablet,1 Month
2122,Standard,14,03-03-22,29-05-22,Spain,36,Male,Laptop,1 Month
2123,Standard,13,02-07-22,01-12-22,Italy,44,Female,Smart TV,1 Month
2124,Premium,14,08-04-22,27-07-22,Brazil,47,Male,Smartphone,1 Month
2125,Standard,12,10-03-22,14-12-22,United States,48,Female,Laptop,1 Month
2126,Basic,9,01-11-22,11-07-23,United States,41,Male,Laptop,1 Month
2127,Standard,15,08-10-22,23-04-23,Germany,35,Male,Smart TV,1 Month
2128,Standard,12,27-10-22,05-02-23,United States,32,Female,Smartphone,1 Month
2129,Standard,15,11-04-23,26-06-23,Spain,27,Female,Smartphone,1 Month
2130,Standard,12,20-05-22,03-04-23,Mexico,29,Male,Smartphone,1 Month
2131,Premium,18,29-01-22,24-08-22,United States,39,Male,Tablet,1 Month
2132,Standard,14,25-09-21,08-01-22,Italy,48,Female,Laptop,1 Month
2133,Basic,9,08-05-22,14-10-22,Mexico,31,Female,Tablet,1 Month
2134,Basic,11,14-01-23,28-06-23,Mexico,40,Female,Smart TV,1 Month
2135,Premium,15,30-07-22,25-03-23,United States,49,Male,Smartphone,1 Month
2136,Standard,13,22-05-22,06-05-23,Brazil,27,Male,Smart TV,1 Month
2137,Premium,15,09-06-22,19-05-23,Spain,43,Male,Smartphone,1 Month
2138,Basic,9,07-02-22,20-11-22,United Kingdom,49,Female,Smart TV,1 Month
2139,Premium,14,27-11-21,24-10-22,Brazil,37,Female,Tablet,1 Month
2140,Premium,18,05-12-21,04-04-22,Spain,30,Male,Tablet,1 Month
2141,Standard,15,26-09-21,18-12-21,United States,47,Male,Laptop,1 Month
2142,Premium,16,28-02-23,27-05-23,Mexico,38,Female,Smartphone,1 Month
2143,Standard,12,02-02-22,08-12-22,Spain,44,Female,Smartphone,1 Month
2144,Basic,9,16-04-23,21-06-23,France,48,Male,Smart TV,1 Month
2145,Premium,18,13-07-22,18-10-22,Australia,35,Male,Smartphone,1 Month
2146,Premium,18,03-06-23,01-07-23,Germany,33,Male,Smart TV,1 Month
2147,Premium,16,04-05-23,27-06-23,United Kingdom,35,Male,Smart TV,1 Month
2148,Basic,10,02-10-21,23-05-22,Canada,44,Female,Smartphone,1 Month
2149,Standard,14,29-04-23,21-05-23,Italy,30,Male,Tablet,1 Month
2150,Basic,12,01-04-23,09-07-23,United States,45,Female,Smart TV,1 Month
2151,Basic,10,19-01-23,21-06-23,Germany,40,Female,Smartphone,1 Month
2152,Standard,15,24-09-22,15-02-23,Canada,46,Female,Laptop,1 Month
2153,Premium,16,08-11-21,03-10-22,United States,27,Male,Tablet,1 Month
2154,Premium,16,28-10-21,12-03-22,United States,38,Female,Smart TV,1 Month
2155,Basic,12,30-04-23,14-07-23,Australia,34,Male,Tablet,1 Month
2156,Basic,9,15-04-22,21-02-23,France,46,Male,Smartphone,1 Month
2157,Premium,15,01-05-22,15-09-22,Spain,32,Female,Smartphone,1 Month
2158,Basic,9,15-06-23,25-06-23,United States,34,Female,Laptop,1 Month
2159,Premium,15,03-08-22,21-05-23,Germany,49,Female,Laptop,1 Month
2160,Basic,12,10-01-23,10-07-23,Italy,29,Female,Smartphone,1 Month
2161,Standard,15,02-03-22,13-06-22,Italy,42,Female,Tablet,1 Month
2162,Premium,14,08-09-21,03-05-22,United States,39,Male,Tablet,1 Month
2163,Basic,13,25-06-23,05-07-23,United States,32,Male,Tablet,1 Month
2164,Standard,15,29-12-21,28-02-22,Canada,34,Male,Laptop,1 Month
2165,Basic,13,30-05-23,13-07-23,Australia,36,Male,Laptop,1 Month
2166,Basic,9,24-11-21,05-07-22,United Kingdom,43,Male,Smart TV,1 Month
2167,Standard,13,28-05-22,23-10-22,France,41,Female,Smart TV,1 Month
2168,Standard,13,18-03-22,17-08-22,Germany,31,Female,Tablet,1 Month
2169,Basic,13,07-12-21,11-09-22,Canada,36,Female,Smart TV,1 Month
2170,Standard,13,02-03-23,27-06-23,France,45,Male,Smart TV,1 Month
2171,Premium,18,14-11-22,07-07-23,United States,27,Male,Smart TV,1 Month
2172,Premium,14,08-06-23,15-07-23,Canada,35,Female,Laptop,1 Month
2173,Basic,9,11-10-21,11-07-22,France,32,Female,Laptop,1 Month
2174,Basic,9,08-02-22,12-05-22,Germany,50,Female,Laptop,1 Month
2175,Standard,13,12-12-22,27-06-23,Germany,30,Female,Laptop,1 Month
2176,Basic,9,28-02-22,06-08-22,United States,43,Female,Laptop,1 Month
2177,Standard,12,27-03-23,29-06-23,United Kingdom,44,Female,Tablet,1 Month
2178,Premium,16,05-05-23,02-07-23,United States,30,Female,Tablet,1 Month
2179,Premium,16,29-05-23,26-06-23,Australia,34,Female,Tablet,1 Month
2180,Standard,15,19-10-22,20-05-23,Brazil,46,Male,Smart TV,1 Month
2181,Premium,15,07-01-23,22-06-23,United Kingdom,29,Female,Smartphone,1 Month
2182,Basic,9,12-02-22,01-12-22,Canada,44,Male,Tablet,1 Month
2183,Standard,11,20-05-23,01-07-23,France,26,Male,Laptop,1 Month
2184,Basic,13,25-04-23,02-07-23,Canada,35,Male,Laptop,1 Month
2185,Basic,11,25-08-22,08-04-23,Australia,33,Female,Laptop,1 Month
2186,Premium,15,23-01-22,23-01-23,United Kingdom,30,Male,Smart TV,1 Month
2187,Standard,15,01-07-22,08-06-23,Germany,27,Male,Tablet,1 Month
2188,Premium,15,07-03-23,23-06-23,Germany,32,Male,Smart TV,1 Month
2189,Standard,15,27-04-22,20-12-22,United States,38,Male,Tablet,1 Month
2190,Premium,15,26-06-23,08-07-23,France,34,Male,Laptop,1 Month
2191,Standard,15,01-06-22,15-10-22,Canada,35,Female,Smartphone,1 Month
2192,Basic,10,17-12-22,22-06-23,Brazil,51,Female,Smart TV,1 Month
2193,Basic,9,03-01-23,12-07-23,United Kingdom,26,Male,Smartphone,1 Month
2194,Premium,17,20-09-22,29-03-23,Spain,38,Male,Tablet,1 Month
2195,Basic,9,28-10-21,24-05-22,Spain,44,Male,Smart TV,1 Month
2196,Standard,14,15-10-22,25-06-23,Mexico,37,Female,Tablet,1 Month
2197,Standard,13,12-08-22,03-09-22,United Kingdom,39,Male,Tablet,1 Month
2198,Standard,14,30-05-23,26-06-23,United States,27,Female,Smartphone,1 Month
2199,Standard,13,30-03-23,07-07-23,Canada,51,Male,Smartphone,1 Month
2200,Premium,14,19-07-22,26-08-22,Canada,50,Female,Tablet,1 Month
2201,Premium,15,28-06-22,26-04-23,Germany,40,Female,Smartphone,1 Month
2202,Basic,13,09-01-22,30-08-22,Spain,44,Female,Tablet,1 Month
2203,Basic,13,23-09-21,01-02-22,Italy,48,Male,Smart TV,1 Month
2204,Standard,13,25-01-23,02-05-23,United States,46,Female,Smartphone,1 Month
2205,Premium,16,08-12-22,24-06-23,Canada,33,Female,Tablet,1 Month
2206,Standard,15,26-06-22,20-01-23,Mexico,26,Male,Laptop,1 Month
2207,Basic,10,25-10-22,22-11-22,United States,32,Female,Smart TV,1 Month
2208,Basic,12,19-04-22,20-06-22,Spain,44,Male,Smart TV,1 Month
2209,Standard,14,21-05-22,03-01-23,United States,34,Male,Smartphone,1 Month
2210,Premium,17,09-05-23,29-06-23,United States,47,Male,Laptop,1 Month
2211,Basic,10,28-02-23,12-05-23,Australia,29,Female,Laptop,1 Month
2212,Standard,13,04-01-22,17-07-22,Spain,33,Female,Smart TV,1 Month
2213,Premium,14,14-11-22,04-04-23,Brazil,40,Male,Smartphone,1 Month
2214,Standard,13,21-12-21,13-01-22,Spain,30,Male,Tablet,1 Month
2215,Premium,18,07-10-21,05-05-22,Germany,28,Male,Tablet,1 Month
2216,Standard,14,13-10-22,19-11-22,Australia,39,Male,Tablet,1 Month
2217,Premium,15,25-10-21,07-09-22,United Kingdom,47,Male,Laptop,1 Month
2218,Standard,15,29-04-23,12-07-23,United States,30,Female,Tablet,1 Month
2219,Basic,10,19-03-22,03-11-22,Brazil,29,Male,Smartphone,1 Month
2220,Standard,14,13-09-22,04-05-23,Italy,48,Male,Smartphone,1 Month
2221,Premium,14,14-05-23,28-06-23,United States,40,Female,Smartphone,1 Month
2222,Standard,14,12-09-21,03-09-22,United States,34,Female,Smart TV,1 Month
2223,Premium,17,16-05-23,28-06-23,Mexico,33,Female,Smart TV,1 Month
2224,Standard,12,01-09-22,06-11-22,United States,27,Female,Smartphone,1 Month
2225,Basic,12,02-05-22,27-03-23,France,47,Male,Smart TV,1 Month
2226,Basic,13,20-07-22,28-04-23,Canada,45,Male,Smart TV,1 Month
2227,Basic,12,11-10-22,21-04-23,United Kingdom,31,Male,Laptop,1 Month
2228,Basic,9,25-05-22,29-01-23,United States,31,Female,Tablet,1 Month
2229,Premium,14,25-12-22,28-06-23,Canada,49,Female,Tablet,1 Month
2230,Basic,9,06-06-23,03-07-23,Australia,44,Male,Smartphone,1 Month
2231,Basic,13,27-09-22,16-06-23,United States,47,Female,Smartphone,1 Month
2232,Premium,17,28-12-21,04-07-22,Australia,28,Male,Smart TV,1 Month
2233,Standard,15,16-01-22,18-05-22,France,40,Female,Tablet,1 Month
2234,Premium,16,10-04-22,20-08-22,Australia,49,Male,Laptop,1 Month
2235,Premium,17,17-11-21,07-08-22,Spain,41,Male,Laptop,1 Month
2236,Standard,14,01-06-23,21-06-23,United States,36,Male,Laptop,1 Month
2237,Premium,18,31-03-22,31-01-23,Italy,47,Male,Tablet,1 Month
2238,Standard,12,19-09-22,01-06-23,Brazil,37,Female,Smartphone,1 Month
2239,Premium,14,10-05-23,30-06-23,Spain,37,Female,Smart TV,1 Month
2240,Basic,10,27-03-23,22-06-23,France,36,Male,Smart TV,1 Month
2241,Premium,16,27-11-21,05-09-22,France,39,Female,Laptop,1 Month
2242,Basic,13,09-03-22,16-07-22,Brazil,36,Female,Smartphone,1 Month
2243,Premium,14,02-04-23,25-06-23,Germany,35,Male,Tablet,1 Month
2244,Premium,18,02-06-22,26-05-23,United Kingdom,33,Male,Smart TV,1 Month
2245,Basic,9,14-05-22,14-02-23,Italy,43,Male,Laptop,1 Month
2246,Basic,11,03-11-21,31-01-22,Spain,50,Male,Laptop,1 Month
2247,Standard,14,19-03-23,12-06-23,Mexico,41,Female,Laptop,1 Month
2248,Premium,17,07-02-22,29-03-22,Brazil,27,Male,Smartphone,1 Month
2249,Basic,10,17-01-23,22-03-23,Brazil,48,Male,Smart TV,1 Month
2250,Premium,14,03-06-22,16-08-22,Spain,45,Male,Laptop,1 Month
2251,Standard,15,23-10-21,22-08-22,Germany,39,Female,Smartphone,1 Month
2252,Standard,13,06-09-22,12-05-23,Germany,43,Male,Smartphone,1 Month
2253,Standard,13,14-09-22,23-04-23,Germany,51,Male,Smart TV,1 Month
2254,Premium,15,19-10-22,08-12-22,Mexico,42,Male,Laptop,1 Month
2255,Premium,17,05-09-21,18-10-21,United Kingdom,42,Female,Tablet,1 Month
2256,Basic,11,11-11-21,31-08-22,Brazil,27,Female,Smart TV,1 Month
2257,Premium,18,17-12-22,22-06-23,France,26,Female,Smart TV,1 Month
2258,Basic,11,16-12-22,22-02-23,Brazil,50,Male,Smartphone,1 Month
2259,Basic,13,18-12-21,22-03-22,Germany,46,Male,Smartphone,1 Month
2260,Standard,15,24-05-23,14-06-23,Spain,50,Female,Laptop,1 Month
2261,Basic,11,09-05-23,04-07-23,Spain,29,Male,Smart TV,1 Month
2262,Premium,18,25-04-23,15-07-23,France,49,Male,Smartphone,1 Month
2263,Premium,16,26-12-22,20-01-23,Australia,46,Male,Tablet,1 Month
2264,Standard,11,09-11-22,29-03-23,France,48,Female,Laptop,1 Month
2265,Standard,15,26-08-22,05-11-22,Spain,31,Male,Tablet,1 Month
2266,Basic,13,18-01-23,25-03-23,Brazil,33,Male,Smart TV,1 Month
2267,Standard,11,13-07-22,01-07-23,Germany,33,Male,Laptop,1 Month
2268,Basic,13,06-11-21,13-01-22,Mexico,47,Female,Laptop,1 Month
2269,Standard,14,13-12-21,14-06-22,Spain,30,Male,Laptop,1 Month
2270,Standard,13,04-10-21,24-02-22,France,36,Male,Smartphone,1 Month
2271,Standard,12,02-04-23,23-06-23,Canada,37,Female,Laptop,1 Month
2272,Standard,15,03-07-22,04-11-22,Spain,43,Female,Smart TV,1 Month
2273,Standard,14,18-10-21,27-09-22,Spain,50,Female,Tablet,1 Month
2274,Premium,17,18-01-22,01-06-22,United States,37,Male,Tablet,1 Month
2275,Standard,14,09-01-23,28-06-23,France,51,Female,Smartphone,1 Month
2276,Standard,12,22-04-23,02-07-23,United States,49,Male,Smartphone,1 Month
2277,Standard,12,16-11-22,17-02-23,Spain,30,Male,Tablet,1 Month
2278,Standard,11,25-08-22,28-06-23,Mexico,45,Male,Laptop,1 Month
2279,Standard,15,22-01-22,18-12-22,United Kingdom,28,Female,Smartphone,1 Month
2280,Standard,11,12-04-23,22-06-23,Brazil,51,Female,Smart TV,1 Month
2281,Premium,16,21-08-22,06-03-23,Australia,35,Male,Tablet,1 Month
2282,Basic,12,29-07-22,17-02-23,United Kingdom,45,Male,Smart TV,1 Month
2283,Basic,11,20-11-22,14-07-23,United Kingdom,29,Female,Smart TV,1 Month
2284,Standard,11,14-10-22,17-01-23,United States,28,Female,Tablet,1 Month
2285,Premium,17,01-09-22,26-05-23,Spain,28,Male,Laptop,1 Month
2286,Premium,18,19-09-21,23-12-21,Mexico,47,Male,Tablet,1 Month
2287,Premium,14,27-04-23,26-06-23,Canada,37,Female,Laptop,1 Month
2288,Premium,18,15-03-23,28-05-23,Spain,26,Male,Tablet,1 Month
2289,Premium,16,30-11-21,25-06-22,United Kingdom,29,Male,Smartphone,1 Month
2290,Standard,11,26-11-21,27-05-22,Spain,42,Male,Smart TV,1 Month
2291,Standard,12,14-11-22,05-07-23,France,33,Female,Laptop,1 Month
2292,Basic,9,19-03-23,22-06-23,Spain,44,Female,Smart TV,1 Month
2293,Premium,18,30-03-22,28-10-22,Spain,36,Male,Laptop,1 Month
2294,Standard,12,21-12-21,16-03-22,Germany,48,Female,Tablet,1 Month
2295,Standard,14,09-03-22,16-09-22,United States,47,Female,Smart TV,1 Month
2296,Standard,13,29-10-22,29-12-22,United Kingdom,41,Female,Smart TV,1 Month
2297,Premium,16,09-03-23,09-07-23,Canada,47,Female,Tablet,1 Month
2298,Basic,11,16-09-22,24-06-23,Brazil,38,Female,Smartphone,1 Month
2299,Premium,15,03-11-22,21-04-23,United States,41,Male,Laptop,1 Month
2300,Basic,10,11-08-22,10-05-23,United States,28,Female,Laptop,1 Month
2301,Basic,11,29-04-22,26-01-23,Canada,41,Male,Laptop,1 Month
2302,Premium,15,25-02-23,07-07-23,United States,46,Female,Smartphone,1 Month
2303,Standard,15,10-01-22,24-10-22,Spain,43,Male,Laptop,1 Month
2304,Standard,13,09-06-23,12-07-23,Australia,37,Male,Laptop,1 Month
2305,Standard,15,08-07-22,14-06-23,France,29,Male,Smartphone,1 Month
2306,Premium,18,07-03-22,04-01-23,Mexico,49,Male,Laptop,1 Month
2307,Basic,13,15-11-22,13-07-23,Germany,37,Female,Smartphone,1 Month
2308,Standard,14,10-01-22,10-05-22,Canada,33,Male,Laptop,1 Month
2309,Premium,16,10-03-22,05-12-22,Brazil,47,Male,Tablet,1 Month
2310,Standard,12,27-09-21,05-06-22,France,45,Female,Laptop,1 Month
2311,Standard,11,20-09-21,19-11-21,United States,34,Male,Smart TV,1 Month
2312,Basic,9,03-10-22,17-11-22,United States,34,Male,Laptop,1 Month
2313,Standard,12,31-07-22,14-07-23,Canada,45,Female,Laptop,1 Month
2314,Basic,9,08-06-23,27-06-23,Canada,38,Female,Smart TV,1 Month
2315,Standard,14,30-09-22,18-11-22,United States,29,Female,Smartphone,1 Month
2316,Basic,10,07-11-21,12-07-22,Canada,32,Male,Tablet,1 Month
2317,Standard,13,15-07-22,14-11-22,Brazil,30,Male,Laptop,1 Month
2318,Standard,14,12-05-23,01-07-23,France,36,Female,Laptop,1 Month
2319,Standard,12,26-01-23,31-05-23,Germany,41,Female,Smart TV,1 Month
2320,Basic,11,18-02-23,26-05-23,France,42,Male,Smart TV,1 Month
2321,Basic,9,20-10-21,27-05-22,Spain,29,Male,Smart TV,1 Month
2322,Premium,14,12-06-23,10-07-23,United Kingdom,43,Male,Tablet,1 Month
2323,Premium,16,15-02-23,19-06-23,Australia,50,Female,Laptop,1 Month
2324,Standard,11,16-10-22,20-12-22,France,36,Female,Smart TV,1 Month
2325,Standard,13,31-10-21,25-11-21,United States,32,Male,Smart TV,1 Month
2326,Basic,11,21-02-23,21-06-23,Spain,27,Male,Laptop,1 Month
2327,Basic,13,13-05-23,01-07-23,Spain,39,Male,Laptop,1 Month
2328,Standard,13,17-06-23,25-06-23,Australia,29,Female,Laptop,1 Month
2329,Premium,16,13-10-21,10-09-22,Italy,28,Female,Tablet,1 Month
2330,Standard,13,12-12-21,29-08-22,United Kingdom,40,Male,Smart TV,1 Month
2331,Standard,14,08-08-22,02-06-23,Canada,48,Male,Smart TV,1 Month
2332,Basic,9,07-09-21,22-08-22,Australia,35,Female,Smartphone,1 Month
2333,Basic,10,06-07-22,15-09-22,Canada,43,Male,Tablet,1 Month
2334,Basic,11,23-11-22,20-12-22,Canada,33,Male,Smartphone,1 Month
2335,Premium,18,28-02-22,27-03-22,Australia,38,Male,Smart TV,1 Month
2336,Premium,14,24-11-22,08-05-23,Canada,26,Male,Smart TV,1 Month
2337,Premium,14,26-12-22,03-07-23,Italy,30,Male,Laptop,1 Month
2338,Basic,10,07-04-23,13-07-23,Italy,39,Male,Smart TV,1 Month
2339,Basic,11,13-12-21,06-05-22,United Kingdom,31,Female,Tablet,1 Month
2340,Premium,14,30-04-22,20-03-23,Mexico,38,Female,Smart TV,1 Month
2341,Basic,11,01-12-22,04-04-23,Mexico,48,Female,Laptop,1 Month
2342,Basic,10,19-01-23,18-02-23,Italy,35,Female,Smart TV,1 Month
2343,Basic,9,15-04-22,13-10-22,Australia,39,Female,Laptop,1 Month
2344,Premium,16,08-11-22,23-06-23,United Kingdom,37,Female,Laptop,1 Month
2345,Basic,9,08-12-21,15-06-22,United States,44,Female,Laptop,1 Month
2346,Standard,11,05-11-21,08-10-22,United States,40,Male,Smart TV,1 Month
2347,Standard,11,07-08-22,02-12-22,Spain,27,Male,Tablet,1 Month
2348,Standard,12,21-02-23,10-06-23,Germany,31,Male,Laptop,1 Month
2349,Basic,11,14-06-23,29-06-23,France,45,Male,Tablet,1 Month
2350,Basic,13,13-06-22,31-12-22,United States,47,Male,Tablet,1 Month
2351,Standard,15,23-12-22,13-06-23,United Kingdom,36,Female,Smartphone,1 Month
2352,Standard,15,21-03-22,05-10-22,France,51,Male,Smartphone,1 Month
2353,Basic,10,04-12-22,04-02-23,Canada,38,Female,Laptop,1 Month
2354,Standard,11,28-01-22,19-06-22,Germany,47,Female,Smartphone,1 Month
2355,Basic,12,14-07-22,21-01-23,Canada,40,Female,Laptop,1 Month
2356,Standard,11,26-01-23,20-03-23,France,32,Male,Tablet,1 Month
2357,Premium,14,29-03-23,02-07-23,United States,44,Male,Tablet,1 Month
2358,Standard,12,14-01-23,25-04-23,United States,35,Male,Laptop,1 Month
2359,Premium,16,28-12-22,22-03-23,Spain,49,Male,Smart TV,1 Month
2360,Basic,13,06-10-21,29-01-22,France,34,Male,Laptop,1 Month
2361,Standard,13,13-05-23,26-06-23,France,45,Female,Laptop,1 Month
2362,Basic,9,22-05-22,04-08-22,Australia,27,Female,Smart TV,1 Month
2363,Standard,13,15-04-22,01-10-22,Spain,39,Female,Smartphone,1 Month
2364,Basic,13,17-12-22,17-04-23,Canada,47,Female,Laptop,1 Month
2365,Standard,13,11-02-23,09-03-23,Spain,44,Male,Tablet,1 Month
2366,Basic,13,05-03-22,31-01-23,Spain,38,Female,Smart TV,1 Month
2367,Premium,17,29-09-22,02-02-23,Germany,28,Female,Laptop,1 Month
2368,Premium,14,27-12-21,04-08-22,France,31,Female,Smart TV,1 Month
2369,Premium,17,07-06-22,14-04-23,United Kingdom,44,Male,Laptop,1 Month
2370,Standard,11,20-05-22,30-08-22,United Kingdom,51,Female,Smart TV,1 Month
2371,Premium,16,01-11-22,01-07-23,United Kingdom,46,Female,Smartphone,1 Month
2372,Standard,11,18-01-23,09-02-23,Germany,37,Male,Smartphone,1 Month
2373,Premium,18,21-09-21,16-10-21,Germany,46,Male,Laptop,1 Month
2374,Premium,17,27-02-23,30-06-23,Italy,35,Female,Laptop,1 Month
2375,Basic,13,07-10-22,02-12-22,Mexico,26,Female,Laptop,1 Month
2376,Basic,10,21-06-23,20-06-23,United States,32,Male,Smart TV,1 Month
2377,Standard,13,02-03-22,15-02-23,Canada,32,Female,Smartphone,1 Month
2378,Basic,11,28-09-21,26-02-22,Italy,49,Male,Smartphone,1 Month
2379,Premium,14,13-06-22,02-09-22,United States,47,Female,Smart TV,1 Month
2380,Standard,15,30-01-22,21-03-22,United States,30,Male,Laptop,1 Month
2381,Premium,16,10-04-23,20-06-23,United States,47,Male,Smart TV,1 Month
2382,Standard,15,21-04-22,16-03-23,United States,37,Female,Tablet,1 Month
2383,Premium,17,27-07-22,16-09-22,Brazil,31,Female,Smartphone,1 Month
2384,Premium,16,04-12-22,12-07-23,Canada,51,Male,Smart TV,1 Month
2385,Basic,12,15-12-22,20-05-23,United States,37,Female,Smartphone,1 Month
2386,Standard,12,19-12-22,13-07-23,United States,35,Female,Smartphone,1 Month
2387,Standard,12,28-12-21,23-06-22,Canada,35,Male,Smart TV,1 Month
2388,Standard,15,14-06-22,08-12-22,Canada,49,Female,Tablet,1 Month
2389,Basic,13,07-11-21,28-06-22,Spain,32,Male,Tablet,1 Month
2390,Premium,15,10-09-22,06-01-23,Canada,41,Male,Laptop,1 Month
2391,Premium,16,15-11-22,04-07-23,United Kingdom,41,Male,Tablet,1 Month
2392,Standard,15,02-10-21,14-08-22,Australia,36,Female,Laptop,1 Month
2393,Basic,13,01-09-22,10-07-23,United States,43,Male,Smartphone,1 Month
2394,Premium,17,07-12-22,08-07-23,Spain,51,Male,Tablet,1 Month
2395,Premium,18,06-08-22,21-09-22,United States,26,Female,Smartphone,1 Month
2396,Basic,12,14-05-23,07-07-23,Brazil,38,Female,Smartphone,1 Month
2397,Standard,14,23-02-23,06-05-23,Brazil,41,Female,Tablet,1 Month
2398,Premium,16,31-10-22,23-06-23,Germany,37,Female,Tablet,1 Month
2399,Standard,13,27-02-23,11-07-23,Brazil,37,Male,Smartphone,1 Month
2400,Basic,13,12-07-22,28-03-23,United States,34,Male,Tablet,1 Month
2401,Basic,12,12-09-21,19-12-21,Germany,48,Female,Tablet,1 Month
2402,Premium,16,24-05-22,22-01-23,Brazil,33,Male,Smart TV,1 Month
2403,Premium,16,14-01-22,29-07-22,Brazil,36,Female,Laptop,1 Month
2404,Premium,18,15-03-22,06-01-23,Germany,37,Female,Tablet,1 Month
2405,Basic,11,05-06-23,14-07-23,Italy,43,Female,Smartphone,1 Month
2406,Premium,14,07-07-22,25-01-23,United States,40,Male,Laptop,1 Month
2407,Basic,13,23-10-22,01-07-23,France,33,Female,Laptop,1 Month
2408,Basic,13,26-09-21,24-01-22,Brazil,26,Female,Tablet,1 Month
2409,Premium,18,01-04-23,25-06-23,Australia,50,Female,Smartphone,1 Month
2410,Basic,13,08-07-22,10-11-22,United States,47,Female,Smartphone,1 Month
2411,Premium,17,13-06-23,28-06-23,Spain,45,Female,Smartphone,1 Month
2412,Premium,15,17-01-23,23-06-23,Mexico,28,Female,Laptop,1 Month
2413,Basic,13,13-01-23,29-05-23,Australia,47,Female,Laptop,1 Month
2414,Basic,12,02-10-21,26-07-22,Canada,42,Male,Smart TV,1 Month
2415,Premium,17,06-10-21,22-03-22,United States,42,Female,Tablet,1 Month
2416,Standard,13,20-04-23,21-06-23,France,34,Male,Laptop,1 Month
2417,Basic,9,02-06-22,22-02-23,Canada,41,Male,Smart TV,1 Month
2418,Basic,13,06-01-23,01-07-23,Canada,27,Male,Smart TV,1 Month
2419,Basic,11,16-05-22,07-05-23,United Kingdom,38,Female,Smart TV,1 Month
2420,Standard,15,13-04-22,01-10-22,United States,36,Male,Tablet,1 Month
2421,Basic,12,04-02-23,19-05-23,Spain,29,Male,Laptop,1 Month
2422,Standard,12,25-03-22,09-05-22,United Kingdom,48,Female,Laptop,1 Month
2423,Premium,17,24-06-23,27-06-23,United States,27,Female,Tablet,1 Month
2424,Basic,13,01-12-21,24-02-22,Australia,26,Male,Tablet,1 Month
2425,Basic,9,15-08-22,05-12-22,Australia,31,Female,Tablet,1 Month
2426,Standard,14,31-03-22,16-05-22,Brazil,48,Male,Smart TV,1 Month
2427,Basic,12,13-11-21,30-03-22,Brazil,39,Male,Smart TV,1 Month
